GC_cand_80        This Work       202.147715 -43.444444 33.13 17.60  104.7   5.9 0.47 0.32 M2FS mg N New
GC_cand_79        This Work       202.151394 -43.144182 12.78 18.54    0.5   5.9 0.06 0.32 M2FS mg N New
GC_cand_78        This Work       202.163200 -43.252491 19.57 17.61    5.8   5.9 0.31 0.32 M2FS mg N New
GC_cand_81        107             202.218800 -43.538992 16.66 17.62  -17.6   5.9 0.23 0.32 M2FS mg N New
GC_cand_119       This Work       202.425319 -41.932317 18.65 16.74   36.1   5.9 0.09 0.32 M2FS mg N New
GC_cand_118       This Work       202.448192 -42.058635 20.86 17.64   54.3   5.9 0.13 0.32 M2FS mg N New
GC_cand_117       This Work       202.465986 -41.890188 13.12 17.70   96.2   5.9 0.14 0.32 M2FS mg N New
GC_cand_116       This Work       202.514518 -41.866283 19.76 17.89  -30.2   5.9 0.22 0.32 M2FS mg N New
GC_cand_121       This Work       202.516108 -42.095004 25.43 17.65  -23.0   5.9 0.11 0.32 M2FS mg N New
GC_cand_122       This Work       202.516587 -42.020768 22.58 17.75  -65.9   5.9 0.02 0.32 M2FS mg N New
GC_cand_120       This Work       202.542261 -41.827168 23.31 17.68   26.5   5.9 0.06 0.32 M2FS mg N New
Dw1_gc1           This Work       202.542780 -41.904666  5.19 20.48  266.0   5.9 1.39 0.32 M2FS mg Y New
Dw1_gc3           This Work       202.550340 -41.884030  2.41 21.20  261.6   6.2 1.07 0.34 M2FS mg Y New
Dw1_NSC           This Work       202.558373 -41.892037  7.87 19.51  273.2   5.9 1.71 0.32 M2FS mg Y New
GC_cand_124       This Work       202.562538 -41.830811 19.20 17.99    2.5   5.9 0.17 0.32 M2FS mg N New
Dw1_gc2           This Work       202.576700 -41.890874  4.57 20.72  259.6   5.9 1.13 0.35 M2FS mg Y New
GC_cand_126       This Work       202.652907 -42.018333 19.88 17.67  -13.4   5.9 0.02 0.32 M2FS mg N New
GC_cand_123       This Work       202.711633 -41.896283 23.86 17.96  -54.5   5.9 0.13 0.32 M2FS mg N New
GC_cand_130       This Work       202.745810 -41.946335 14.58 18.34  -22.5   5.9 1.02 0.32 M2FS mg N New
GC_cand_129       This Work       202.753764 -41.926794 24.92 17.87  -34.3   5.9 0.10 0.32 M2FS mg N New
GC_cand_127       This Work       202.780820 -41.922054 28.91 17.73  -71.1   5.9 0.07 0.32 M2FS mg N New
GC_cand_131       This Work       202.782970 -42.008797 24.00 17.93    6.5   5.9 0.13 0.32 M2FS mg N New
GC_cand_128       This Work       202.822320 -41.997500 26.89 17.73   53.8   5.9 0.06 0.32 M2FS mg N New
GC_cand_133       This Work       202.890194 -42.035338 28.24 17.66   32.8   5.9 0.39 0.32 M2FS mg N New
GC_cand_132       This Work       202.915151 -42.053034 17.53 18.24   37.6   5.9 1.03 0.32 M2FS mg N New
ESO269-06         This Work       198.286770 -44.889356 24.28 16.54  744.0   2.4 1.26 0.33 MIKE    Y RV
KV19-054          Voggel2020      199.102140 -44.554587 10.35 18.04                        MIKE
Fluffy            Voggel2020      199.545360 -44.157251 10.52 18.48  764.3   2.5 1.79 0.39 MIKE    Y RV
KK197-NSC         This Work       200.508563 -42.535357 21.61 18.00  639.7   2.4 1.16 0.34 MIKE    Y Sigma
KV19-212          Voggel2020      200.790847 -43.874458 34.85 17.92  571.5   2.4 1.03 0.33 MIKE    Y A
KV19-258          Voggel2020      201.223936 -44.931835 32.12 16.06    2.2   3.3           MIKE    N C
KV19-271          Voggel2020      201.296298 -43.509212  9.49 17.90  548.3   2.4 0.42 0.32 MIKE    Y A
vhh81-5           Berg1981        201.317123 -42.882801 33.26 17.51  563.2   2.4 1.38 0.32 MIKE    Y Sigma
aat329848         Beasley2008     201.505241 -43.570995 21.05 18.26  552.0   2.4 0.55 0.33 MIKE    Y RV
H12_78            Harris2012      201.672201 -42.703936  6.50 17.99  657.3   2.4 0.71 0.34 MIKE    Y A
pff_gc-098        Peng2004        201.724630 -43.321592 25.70 18.34  609.9   2.4 0.50 0.32 MIKE    Y RV
KV19-397          Voggel2020      202.104797 -42.858302 22.93 16.52  -47.9   3.3           MIKE    N D
KV19-424          Voggel2020      202.321726 -45.212909 52.44 15.30  -62.0   3.3           MIKE    N E
KV19-442          Voggel2020      202.432394 -42.391404  6.93 17.65  476.5   2.4 1.35 0.34 MIKE    Y A
DW3               This Work       202.586867 -42.191885 17.26 18.79  359.6   2.4 1.12 0.35 MIKE    Y New
KV19-464          Voggel2020      202.645456 -44.666926 30.24 17.54  -20.0   3.7           MIKE    N B
KV19-492          Voggel2020      202.862883 -42.611324 12.57 17.88  -46.0   3.6           MIKE    N B
KV19-521          Voggel2020      203.050732 -41.300504 15.81 17.87  -48.9   4.9           MIKE    N B
KV19-569          Voggel2020      203.478428 -42.362581 12.39 18.00   56.7   3.4           MIKE    N B
KV19-573          Voggel2020      203.537185 -42.866560 12.36 18.50  -25.4   3.4           MIKE    N B
